rating,tel,name,url,price,hours,address,holiday
Bib Gourmand,TEL03-6438-9699,Bistro en Ballon,URLhttp://www.bistroenballon.com,"PriceLunch = menu weekdays &yen1;,500-1,800carte Saturday & Public Holidays &yen4;,000-6,000Dinner = carte &yen4;,000-6,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.21:30","1-9-7 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-3666-2901,Hiyama,URLhttp://hiyama-gr.com/kappou/,"PriceLunch = menu &yen7;,560-11,880Dinner = menu &yen9;,720-14,040Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:00Dinner = 17:30-21:30 L.O.20:00","2-5-1 Nihombashi-ningyocho, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
one star,TEL03-3591-0901,Hirosaku,n/a,"PriceLunch = menu &yen3;,300-15,660Dinner = menu &yen43;,200","Opening hours, last ordersLunch = 11:45-12:00 (L.O.)Dinner = 18:00-20:00 (L.O.)","3-6-13 Shimbashi, Minato-ku, Tokyo","Annual and weekly closingClosed Saturday, Sunday and Public Holidays"
Bib Gourmand,TEL03-6425-7208,Fiorenza,URLhttp://www.carpediem1995.com/fiorenza,"PriceLunch = menu &yen1;,080-3,500Saturday & Public Holidays &yen2;,100-3,500Dinner = menu &yen4;,320-8,640carte &yen4;,000-6,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Saturday & Public Holidays 11:30-13:30 (L.O.)Dinner = 18:00-21:00 (L.O.)","1F, Kyobashi South, 3-3-11 Kyobashi, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-3479-0230,Feu,URLhttp://www.feu.co.jp,"PriceLunch = menu &yen3;,240-9,720Saturday & Public Holidays &yen4;,640-9,720carte &yen8;,500-10,000Dinner = menu &yen10;,800-16,200carte &yen8;,500-10,000Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:00Dinner = 18:00-23:00 L.O.21:30","1-26-16 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday
one star,TEL03-5250-8777,Kyobashi Tempura Fukamachi,n/a,"PriceLunch = menu &yen3;,024-9,720carte &yen7;,000-12,000Dinner = menu &yen12;,960-18,360carte &yen7;,000-12,000","Opening hours, last ordersLunch = 11:30-14:00 L.O.13:30weekends 12:00-15:00 L.O.13:40Dinner = 17:00-22:00 L.O.21:30","2-5-2 Kyobashi, Chuo-ku, Tokyo",Annual and weekly closingClosed Monday and 1st & 3rd Sunday of the month
two stars,TEL03-3571-8596,Ginza Fukuju,n/a,"PriceDinner = menu &yen23;,000-54,000Service charge = 10%","Opening hours, last ordersDinner = 18:00-22:30 L.O.20:30 availabre more than 4 persons for Saturday","5F, Iseyoshi Bldg, 8-8-19 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
two stars,TEL03-3261-8577,Kioicho Fukudaya,URLhttp://www.kioicho-fukudaya.jp,"PriceLunch = menu &yen16;,200Dinner = menu &yen27;,000-32,400Service charge = 15%","Opening hours, last ordersLunch = Friday & Saturday 11:30-14:30 L.O.13:00Dinner = 17:00-22:00 L.O.20:00","1-13 Kioicho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3820-5602,Fukuden,n/a,"PriceDinner = carte &yen3;,000-6,000Seat charge = &yen1;,000","Opening hours, last ordersDinner = 18:00-21:00 (L.O.)","3-27-6 Botan, Koto-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
one star,TEL03-5481-9537,Sushi Fukumoto,URLhttp://www.sushifukumoto.jp,"PriceDinner = menu &yen15;,120Service charge = 5%","Opening hours, last ordersDinner = 18:00-23:00 (L.O.)Sunday & Public Holidays 17:00-21:00 (L.O.)","B1F, Hanabu Bldg, 5-17-6 Daizawa, Setagaya-ku, Tokyo",Annual and weekly closingClosed Wednesday
one star,TEL03-3269-4556,Fushikino,URLhttp://www.fushikino.com,"PriceDinner = menu &yen12;,960Service charge = 10%Private room fee = &yen1;,000/ person","Opening hours, last ordersDinner = 19:00-23:00","2F, Kagurazaka Tsunasho Terrace, 4-3-11 Kagurazaka, Shinjuku-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-3467-6231,Funayo,URLhttp://funayo.com,"PriceLunch = carte &yen1;,600-5,000Dinner = carte &yen1;,600-5,000","Opening hours, last ordersLunch = 11:00-14:00 or when the dayâ€™s stock runs outDinner = 17:00-21:00 or when the dayâ€™s stock runs outSunday & Public Holidays 17:00-20:30","1-34-8 Uehara, Shibuya-ku, Tokyo",Annual and weekly closingClosed Wednesday
one star,TEL03-6362-0555,Bulgari il Ristorante Luca Fantin,URLhttp://www.bulgarihotels.com,"PriceLunch = menu &yen5;,940-12,960weekends 8,640-12,960Dinner = menu &yen16;,200-27,000Service charge = 13%Private room fee = &yen32;,400 (lunch &yen10;,800)","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-20:30 (L.O.) except Sunday & Public Holiday dinner from October to December","9F, Bulgari Ginza Tower, 2-7-12 Ginza, Chuo-ku, Tokyo","Annual and weekly closingClosed Sunday from January to September, and Monday from January to September"
one star,TEL03-5561-7788,Fureika,URLhttp://www.chuugokuhanten.com/storefureika,"PriceLunch = menu weekdays &yen2;,500-14,040weekends &yen3;,600-14,040carte &yen6;,000-20,000Dinner = menu &yen8;,640-37,800carte &yen13;,000-20,000Service charge = 10% (dinner)Private room fee = 10%","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-22:00 (L.O.)","3-7-5 Higashiazabu, Minato-ku, Tokyo",n/a
two stars,TEL03-5159-5500,Beige Alain Ducasse,URLhttp://www.beige-tokyo.com,"PriceLunch = menu &yen5;,900-13,000carte &yen15;,000-17,000Dinner = menu &yen14;,000-24,000carte &yen15;,000-17,000Service charge = 12%","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-20:30 (L.O.)","10F, Chanel Ginza Bldg, 3-5-3 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Monday and Tuesday
Bib Gourmand,TEL03-5600-8986,Pizzeria Bella Napoli,n/a,"PriceDinner = carte &yen2;,500-4,000Seat charge = &yen324;","Opening hours, last ordersDinner = 18:00-22:30 L.O.22:00Sunday & Public Holidays 17:00-21:30 L.O.21:00","9-3 Takabashi, Koto-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-5937-4439,Per Bacco,n/a,"PriceLunch = carte &yen1;,080-2,000Dinner = menu &yen4;,320-4,860carte &yen4;,000-5,000Service charge = 5% (dinner)","Opening hours, last ordersLunch = 12:00-15:00 L.O.14:00Dinner = 18:00-23:00 L.O.21:00","3-10-3 Higashinakano, Nakano-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3494-1443,Vento e Mare,n/a,"PriceLunch = menu weekdays &yen980-1;,350carte weekends &yen2;,500-4,000Dinner = carte &yen2;,500-4,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)weekends 11:30-14:30 (L.O.)Dinner = 18:00-21:30 (L.O.)Sunday & Public Holidays 17:30-21:30 (L.O.)","5-26-10 Nishigotanda, Shinagawa-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday) and 1st Tuesday"
one star,TEL03-3626-1125,Edosoba Hosokawa,URLhttp://www.edosoba-hosokawa.jp,"PriceLunch = carte &yen2;,000-6,000Dinner = carte &yen2;,000-6,000","Opening hours, last ordersLunch = 11:45-14:30 or when the dayâ€™s stock runs outDinner = 17:30-20:00 or when the dayâ€™s stock runs out","1-6-5 Kamezawa, Sumida-ku, Tokyo",Annual and weekly closingClosed Monday and 3rd Tuesday
Bib Gourmand,TEL03-3373-4508,Konjikihototogisu,n/a,"PriceLunch = carte &yen850-1;,200Dinner = carte &yen850-1;,200","Opening hours, last ordersLunch = 11:30-15:00 or when the dayâ€™s stock runs outDinner = 18:30-22:00 L.O.21:50 or when the dayâ€™s stock runs out","2-47-12 Hatagaya, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-3444-5637,Homura,n/a,"PriceDinner = menu &yen3;,780-5,400carte &yen3;,000-5,000Seat charge = &yen1;,944 (Ã  la carte)","Opening hours, last ordersDinner = 18:00-23:00Saturday & Public Holidays 18:00-22:00","1F, Chojamaru Bldg, 2-15-5 Kamiosaki, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Sunday
one star,TEL03-3791-3900,Bon Chemin,URLhttp://www.bonchemin.com,"PriceLunch = menu &yen2;,484-7,020Dinner = menu &yen5;,724-10,044Service charge = 10%","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","1F, Beat, 2-40-5 Gohongi, Meguro-ku, Tokyo",Annual and weekly closingClosed Wednesday
Bib Gourmand,TEL03-3831-2351,Ponta Honke,n/a,"PriceLunch = menu &yen3;,240-8,100carte &yen3;,780-12,000Dinner = menu &yen3;,240-8,100carte &yen3;,780-12,000Seat charge = &yen324;","Opening hours, last ordersLunch = 11:00-13:45 (L.O.)Dinner = Tuesday-Saturday 16:30-19:45 (L.O.)Sunday & Public Holidays 16:00-19:45 (L.O.)","3-23-3 Ueno, Taito-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-3293-2110,Ponchiken,URLhttp://www.shunkoutei.com/ponchi/,"PriceLunch = carte &yen1;,500-3,000Dinner = carte &yen1;,500-4,000","Opening hours, last ordersLunch = 11:15-14:00 (L.O.)Dinner = 17:30-20:30 (L.O.)","1F, Ougi Bldg, 2-8 Kandaogawamachi, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday
Bib Gourmand,TEL03-3582-0200,Bistro Bonne Femme,URLhttp://www.bonne-femme.jp,"PriceLunch = menu &yen1;,200-5,300carte &yen4;,000-8,000Dinner = menu &yen4;,800-10,000carte &yen4;,000-8,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 11:30-13:30 (L.O.)Dinner = 18:00-21:00 (L.O.)","1-3-13 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday
three stars,TEL03-3768-6388,Makimura,n/a,"PriceDinner = menu &yen17;,280-19,440Service charge = 10%","Opening hours, last ordersDinner = 18:00-22:00 L.O.21:00","3-11-5 Minamioi, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
Bib Gourmand,TEL03-3792-5216,Yakitori Masakichi,n/a,"PriceDinner = menu &yen4;,320carte &yen3;,000-5,000Seat charge = &yen540; (Ã  la carte)","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:30","5-2-8 Megurohoncho, Meguro-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
one star,TEL03-3473-0729,Masa's Kitchen,URLhttp://www.masas-kitchen.com,"PriceLunch = menu weekdays &yen1;,850-5,650weekends &yen2;,000-5,650carte &yen6;,000-12,000Dinner = menu &yen8;,000-18,500carte &yen6;,000-12,000Service charge = 10% (dinner)","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-23:00 L.O.21:30","B1F, BPR Residence Ebisu, 1-21-13 Ebisu, Shibuya-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-3505-3505,Tonkatsu Masamune,n/a,"PriceLunch = carte &yen980-1;,680Dinner = menu &yen1;,180-2,480carte &yen1;,200-2,500","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:30 Dinner = Monday-Friday 18:00-22:00 L.O.21:30","2-8-19 Akasaka, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3452-0077,Hochonin Masukichi,n/a,"PriceDinner = menu &yen3;,780-7,560carte &yen4;,000-5,000Seat charge = &yen756; (Ã  la carte)","Opening hours, last ordersDinner = 17:30-1:00 (L.O.)Sunday & Public Holidays 17:30-24:00 (L.O.)","2F, Ginsui Bldg, 2-4-6 Azabujuban, Minato-ku, Tokyo",n/a
two stars,TEL03-6418-1334,Sushi Masuda,URLhttp://sushimasuda.jp/,"PriceLunch = menu &yen25;,000Dinner = menu &yen25;,000","Opening hours, last ordersLunch = 11:30-14:00Dinner = 17:00-23:00","B1F, BC Minamiaoyama Property, 5-8-11 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-6421-3456,Maniwa,n/a,"PriceDinner = menu &yen3;,780","Opening hours, last ordersDinner = 18:00-23:30","2-10-11 Asagayakita, Suginami-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-3255-6595,Marugo,n/a,"PriceLunch = menu &yen1;,450-2,550carte &yen1;,500-3,000Dinner = menu &yen1;,450-2,550carte &yen1;,500-3,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:00-20:00 (L.O.)","1-8-14 Sotokanda, Chiyoda-ku, Tokyo","Annual and weekly closingClosed Monday and 1st, 2nd & 3rd Tuesday of the month"
Bib Gourmand,TEL03-5946-9501,Maruyama,URLhttp://french-maruyama.com,"PriceLunch = menu weekdays &yen1;,950weekends &yen1;,950-4,800carte weekends &yen3;,000-6,000Dinner = menu &yen4;,000-4,800carte &yen3;,000-6,000","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:30Dinner = 17:30-23:00 L.O.21:00","B1F, Maruyoshi Bldg, 1-5-12 Sakuradai, Nerima-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-3541-5577,Ozashiki Tempura Mitsuta,n/a,"PriceLunch = menu &yen15;,120Dinner = menu &yen17;,280Service charge = 10%","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 17:30-20:00 (L.O.)","1-12-15 Tsukiji, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL070-5563-0032,Mitsufuji,URLhttp://mitsu-fuji.com,"PriceLunch = carte &yen800-2;,000Dinner = carte &yen900-2;,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 18:00-22:00 (L.O.)","1-14-2 Midorigaoka, Meguro-ku, Tokyo","Annual and weekly closingTuesday (unless Public Holiday, then Wednesday)"
Bib Gourmand,TEL03-3712-6518,Miyagawa,n/a,"PriceLunch = menu &yen4;,500-6,000carte &yen1;,300-4,000Dinner = menu &yen4;,500-6,000carte &yen1;,300-4,000","Opening hours, last ordersLunch = 11:00-14:00 L.O.13:20Dinner = 16:00-20:00 L.O.19:20","1-14-2 Takaban, Meguro-ku, Tokyo",Annual and weekly closingClosed Tuesday
Bib Gourmand,TEL03-3988-3577,Otsuka Miyaho,URLhttp://nanamiya738.com,"PriceDinner = menu &yen4;,104-6,480carte &yen4;,000-5,000Seat charge = &yen756; (Ã  la carte)","Opening hours, last ordersDinner = 18:00-23:00 L.O.22:00Sunday & Public Holiday 16:00-21:30 L.O.20:30","1F, Daimei Bldg, 3-48-5 Minamiotsuka, Toshima-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-5458-6324,Maison Paul Bocuse,URLhttp://www.paulbocuse.jp/maison,"PriceLunch = menu &yen4;,320-8,640Dinner = menu &yen8;,640-24,840Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:00 (L.O.)Dinner = 17:30-20:30 (L.O.)","B1F, Daikanyama Forum, 17-16 Sarugakucho, Shibuya-ku, Tokyo",n/a
one star,TEL03-3401-0722,Tempura Motoyoshi,URLhttp://www.motoyoshi-1120.com,"PriceDinner = menu &yen16;,500Service charge = 10%","Opening hours, last ordersDinner = 18:00-22:30 (L.O.)","B1F, Central Aoyama No.6, 3-2-4 Minamiaoyama, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holiday Mondays
two stars,TEL03-5443-1309,Mitamachi Momonoki,URLhttp://www.mitamachi-momonoki.com,"PriceDinner = menu &yen13;,500-23,760Service charge = 10%","Opening hours, last ordersDinner = 17:30-22:00 L.O.21:00","2-17-29 Mita, Minato-ku, Tokyo",Annual and weekly closingClosed Wednesday and 2nd Tuesday
Bib Gourmand,TEL03-3454-6010,Moelleuse,URLhttp://www.moelleuse.com,"PriceDinner = menu &yen4;,860-9,180carte &yen4;,500-8,000","Opening hours, last ordersDinner = 18:00-24:00 (L.O.)","1-4-18 Minamiazabu, Minato-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
Bib Gourmand,TEL03-3334-0070,Tempura Yabuki,n/a,"PriceLunch = menu &yen3;,500-5,300carte &yen1;,700Dinner = menu &yen3;,800-5,700","Opening hours, last ordersLunch = 11:30-14:00Dinner = 17:00-21:00","3-28-24 Takaidohigashi, Suginami-ku, Tokyo",Annual and weekly closingClosed Wednesday and Thursday
Bib Gourmand,TEL03-3204-5120,Ramen Yamaguchi,URLhttp://www.ramen-yamaguchi.com,"PriceLunch = carte &yen780-1;,500Dinner = carte &yen780-1;,500","Opening hours, last ordersLunch = 11:30-15:00 (L.O.)weekends 11:30-21:00 (L.O.)Dinner = 17:30-21:00 (L.O.)","2-11-13 Nishiwaseda, Shinjuku-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
three stars,TEL03-5772-1610,Azabu Yukimura,n/a,"PriceDinner = menu &yen27;,000-37,800Service charge = 10%","Opening hours, last ordersDinner = 17:30-19:30 (L.O.)","3F, Yuken Azabu.10, 1-5-5 Azabujuban, Minato-ku, Tokyo",n/a
two stars,TEL03-6264-7873,Yunke,n/a,"PriceLunch = menu &yen8;,424-32,400Dinner = menu &yen8;,424-32,400Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:00 (L.O.)Dinner = 17:00-21:00 (L.O.)","2F, Tiara Grace Ginza Tower, 7-13-2 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday
three stars,TEL03-6253-7331,Sushi Yoshitake,URLhttp://sushi-yoshitake.com/,"PriceDinner = menu &yen33;,000","Opening hours, last ordersDinner = 18:00-20:15, 20:30-22:45","3F, Suzuryu Bldg, 8-7-19 Ginza, Chuo-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-5793-5050,Yoshicho,n/a,"PriceDinner = menu &yen1;,944-2,700carte &yen4;,000-6,000Seat charge = &yen648;","Opening hours, last ordersDinner = 17:30-23:00 L.O.22:30Saturday 17:00-22:30 L.O.22:00","2F, Il Viare Gotanda Bldg, 1-12-9 Higashigotanda, Shinagawa-ku, Tokyo",Annual and weekly closingClosed Sunday and except Public Holidays
Bib Gourmand,TEL03-3371-8426,Sushi Yoshino,URLhttp://www.s-susiyosino.com,"PriceLunch = menu weekdays &yen2;,000-3,000Saturday &yen2;,500-6,500Dinner = menu &yen2;,500-20,000carte &yen5;,000-10,000","Opening hours, last ordersLunch = 11:45-14:00Dinner = 17:30-21:30 L.O.20:00","B1F, S Bldg, 2-30-2 Chuo, Nakano-ku, Tokyo","Annual and weekly closingClosed Sunday, Wednesday and Public Holidays"
one star,TEL03-3355-8100,Yorozuya Okagesan,URLhttp://www.okagesan.net,"PriceDinner = menu &yen6;,480","Opening hours, last ordersDinner = 18:00-22:00 L.O.20:00","B1F, Matsumoto Bldg, 2-10 Yotsuya, Shinjuku-ku, Tokyo","Annual and weekly closingClosed Sunday, Monday and Public Holidays"
two stars,TEL03-5424-1338,La Table de JoÃ«l Robuchon,URLhttp://www.robuchon.jp/latable,"PriceLunch = menu &yen4;,200-9,000Dinner = menu &yen5;,500-18,000Service charge = 10%","Opening hours, last ordersLunch = weekends 12:00-15:30 L.O.14:00Dinner = 18:00-23:30 L.O.21:00","Yebisu Garden Place, 1-13-1 Mita, Meguro-ku, Tokyo",n/a
one star,TEL03-6417-9250,L'Asse,URLhttp://www.lasse.jp,"PriceLunch = menu weekdays 2,600-10,800Saturday & Public Holiday &yen4;,400-10,800Dinner = menu &yen7;,700-15,000Service charge = 10%","Opening hours, last ordersLunch = 12:00-15:00 L.O.13:00Dinner = 18:00-23:00 L.O.21:00","B1F, Verona Meguro, 1-4-15 Meguro, Meguro-ku, Tokyo",Annual and weekly closingClosed Sunday and 1st Monday
two stars,TEL03-5772-7500,L'Atelier de JoÃ«l Robuchon,URLhttp://www.robuchon.jp/latelier,"PriceLunch = menu weekdays &yen3;,200-8,800weekendsÂ¥ 3,200-16,500carte &yen5;,000-18,000Dinner = menu &yen5;,200-16,500carte &yen5;,000-18,000Service charge = 10%","Opening hours, last ordersLunch = 12:00-14:30 (L.O.)Dinner = 18:00-21:30 (L.O.)","2F, Roppongi Hills Hillside, 6-10-1 Roppongi, Minato-ku, Tokyo",n/a
Bib Gourmand,TEL03-6459-3713,La Tortue,n/a,"PriceLunch = menu &yen2;,592-5,832Dinner = menu &yen4;,536-8,100carte &yen5;,000-6,500Private room fee = &yen3;,240 (lunch &yen1;,620)","Opening hours, last ordersLunch = 11:30-15:30 L.O.14:00Dinner = 18:00-23:30 L.O.22:00weekends 17:30-23:00 L.O.22:00","5-14-14 Hiroo, Shibuya-ku, Tokyo",n/a
one star,TEL03-5919-0141,L'Anneau d'Or,URLhttp://www.lanneaudor-tokyo.com,"PriceLunch = menu &yen10;,000-20,000Dinner = menu &yen10;,000-20,000Service charge = 10% (lunch 5%)","Opening hours, last ordersLunch = weekends 11:30-13:30 (L.O.)Dinner = 17:30-20:00 (L.O.)","B1F, Yotsuya Sun Heights, 4-6-1 Yotsuya, Shinjuku-ku, Tokyo",n/a
Bib Gourmand,TEL03-6809-3420,La Pastaione,URLhttp://www.la-pastaione.com,"PriceLunch = menu &yen1;,620Dinner = menu &yen5;,184carte &yen3;,500-5,000Seat charge = &yen324; (dinner)","Opening hours, last ordersLunch = 11:30-15:00 L.O.14:00Dinner = 18:00-23:00 L.O.22:00","1-6-3 Minamiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
Bib Gourmand,TEL03-5930-0008,La Piccola Tavola,URLhttp://www.piccolatavola.com,"PriceLunch = menu weekday &yen1;,100-2,600carte weekend &yen3;,500-5,000Dinner = carte &yen3;,500-5,000","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)weekends 11:30-14:30 (L.O.)Dinner = 18:00-21:30 (L.O.)weekends 17:30-21:30 (L.O.)","4-2-4 Eifuku, Suginami-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-6721-5484,La Fins,URLhttp://la-fins.com,"PriceLunch = menu &yen10;,800Dinner = menu &yen23;,760Service charge = 10%","Opening hours, last ordersLunch = Saturday 12:00-16:00 L.O.13:00Dinner = 18:00-24:00 L.O.19:30","B1F, Shimbashi Plaza Bldg, 4-9-1 Shimbashi, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Monday
Bib Gourmand,TEL03-6804-5719,La Brianza,URLhttp://www.la-brianza.com,"PriceLunch = menu &yen1;,800-5,000Dinner = menu &yen3;,990-10,000carte &yen4;,000-9,000Service charge = 10% (dinner)Private room fee less than 6 persons &yen50;,000","Opening hours, last ordersLunch = 11:30-14:30 (L.O.)Dinner = 17:30-23:30 L.O.22:00","3F, Roppongi Hills Residence C, 6-12-3 Roppongi, Minato-ku, Tokyo",n/a
one star,TEL03-6277-2509,Ristorante la Primula,URLhttp://www.la-primula.jp,"PriceDinner = menu &yen10;,800-16,200Service charge = 10%","Opening hours, last ordersDinner = 18:00-23:00 L.O.20:30","B1F, Forma Shirokane, 5-15-1 Shirokanedai, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and 3rd Monday of the month
one star,TEL03-5778-6511,La Bombance,URLhttp://www.bombance.com,"PriceDinner = menu &yen11;,880Service charge = 10%","Opening hours, last ordersDinner = 18:00-1:00 L.O.22:00","B1F, 2-26-21 Nishiazabu, Minato-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
Bib Gourmand,TEL03-5272-5010,L'AmitiÃ©,n/a,"PriceLunch = menu &yen1;,404Dinner = menu &yen3;,024","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = Tuesday-Saturday 18:00-21:30 (L.O.)","1F, Shibahara Bldg, 2-9-12 Takadanobaba, Shinjuku-ku, Tokyo",Annual and weekly closingMonday
Bib Gourmand,TEL03-3424-3003,L'Arte,URLhttp://www.larte.jp/,"PriceLunch = menu weekday &yen1;,100-1,600weekends &yen2000;carte &yen2;,500-6,000Dinner = carte &yen2;,500-6,000Seat charge = &yen500; (dinner)","Opening hours, last ordersLunch = Monday & Thursday-Sunday 12:00-14:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","1-35-17 Sangenjaya, Setagaya-ku, Tokyo","Annual and weekly closingClosed Tuesday (unless Public Holiday, then Wednesday)"
one star,TEL03-3263-0596,Yakitori Ranjatai,n/a,"PriceDinner = menu &yen6;,480","Opening hours, last ordersDinner = 18:00-21:30 (L.O)","2-12-3 Kandajinbocho, Chiyoda-ku, Tokyo",Annual and weekly closingClosed Sunday and Public Holidays
three stars,TEL03-3423-8006,Ryugin,URLhttp://www.nihonryori-ryugin.com/,"PriceDinner = menu &yen27;,000Service charge = 10% (Private room 15%)","Opening hours, last ordersDinner = 18:00-21:30 (L.O.)","1F, Eisu Bldg, 7-17-24 Roppongi, Minato-ku, Tokyo",n/a
two stars,TEL03-5770-4236,Ryuzu,URLhttp://www.restaurant-ryuzu.com,"PriceLunch = menu weekdays &yen3;,600-8,400weekends &yen5;,800-8,400Dinner = menu &yen8;,000-19,000carte &yen6;,000-12,000carte is possible only at a counterService charge = 10%","Opening hours, last ordersLunch = 12:00-13:30 (L.O.)Dinner = 18:00-21:00 (L.O.)","B1F, Urban Style Roppongi, 4-2-35 Roppongi, Minato-ku, Tokyo",Annual and weekly closingClosed Monday
one star,TEL03-5422-8099,Requinquer,URLhttp://www.requinquer.jp,"PriceLunch = menu &yen3;,564Dinner = menu &yen5;,724-13,284Service charge = 10%","Opening hours, last ordersLunch = 11:30-15:00 L.O.13:00Dinner = 18:00-23:00 L.O.21:00","5-17-11 Shirokanedai, Minato-ku, Tokyo","Annual and weekly closingClosed Monday (unless Public Holiday, then Tuesday)"
one star,TEL03-6426-1201,Lugdunum Bouchon Lyonnais,URLhttp://www.lyondelyon.com,"PriceLunch = menu weekdays &yen1;,850-6,850weekends &yen2;,850-3,850Dinner = menu &yen3;,850-9,850Service charge = 10% (lunch 5%)","Opening hours, last ordersLunch = 11:30-14:00 (L.O.)Dinner = 18:00-21:30 (L.O.)","4-3-7 Kagurazaka, Shinjuku-ku, Tokyo","Annual and weekly closingClosed 1st & 3rd Tuesdays except in January, August & December, and Monday"
one star,TEL03-3770-1915,Le Coq,URLhttp://www.lecoq.co.jp,"PriceLunch = menu &yen3;,240-4,860Dinner = menu &yen5;,400-10,800carte &yen5;,000-8,000Service charge = 10%","Opening hours, last ordersLunch = 12:00-13:00 (L.O.)Dinner = 18:00-22:00 (L.O.)","1F, Winds Bldg, 2-7-2 Ebisunishi, Shibuya-ku, Tokyo",n/a
Bib Gourmand,TEL03-6806-2258,Le Comptoir des RÃ©gions,n/a,"PriceLunch = menu &yen2;,500-3,500Dinner = menu &yen5;,000carte &yen4;,000-5,500Seat charge = &yen500; (carte)","Opening hours, last ordersLunch = Wednesday-Sunday 12:00-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.22:00","2-28 Senju, Adachi-ku, Tokyo",Annual and weekly closingClosed Monday and 2nd & 3rd Tuesday of the month
